;track;artist;genre;time;date.entered;date.peaked;Week;Ranking;New_time;timedelta;entered_to_datetime;peaked_to_datetime
6053;Bye Bye Bye;N'Sync;Rock;3:15;2000-01-29;2000-04-15;20;20;0:3:15;0 days 00:03:15.000000000;2000-01-29;2000-04-15
6055;Most Girls;Pink;Rock;4:06;2000-08-12;2000-11-25;20;14;0:4:06;0 days 00:04:06.000000000;2000-08-12;2000-11-25
6056;Gotta Tell You;Mumba, Samantha;Rock;3:19;2000-09-09;2000-12-09;20;23;0:3:19;0 days 00:03:19.000000000;2000-09-09;2000-12-09
6057;Bring It All To Me;Blaque;Pop;3:46;1999-10-23;2000-01-22;20;15;0:3:46;0 days 00:03:46.000000000;1999-10-23;2000-01-22
6058;Hot Boyz;"Elliott, Missy ""Misdemeanor""";Rap;3:51;1999-11-27;2000-01-08;20;30;0:3:51;0 days 00:03:51.000000000;1999-11-27;2000-01-08
6059;I Try;Gray, Macy;Rock;3:52;2000-02-19;2000-05-20;20;16;0:3:52;0 days 00:03:52.000000000;2000-02-19;2000-05-20
6060;This I Promise You;N'Sync;Rock;4:23;2000-09-30;2000-12-02;20;22;0:4:23;0 days 00:04:23.000000000;2000-09-30;2000-12-02
6061;No More;Ruff Endz;Rock;3:56;2000-07-01;2000-09-02;20;18;0:3:56;0 days 00:03:56.000000000;2000-07-01;2000-09-02
6062;Show Me The Meaning Of Being Lonely;Backstreet Boys, The;Rock;3:54;2000-01-01;2000-03-18;20;26;0:3:54;0 days 00:03:54.000000000;2000-01-01;2000-03-18
6063;Absolutely (Story Of A Girl);Nine Days;Rock;3:09;2000-05-06;2000-07-22;20;12;0:3:09;0 days 00:03:09.000000000;2000-05-06;2000-07-22
6064;That's The Way It Is;Dion, Celine;Rock;4:03;1999-11-13;2000-03-04;20;7;0:4:03;0 days 00:04:03.000000000;1999-11-13;2000-03-04
6065;All The Small Things;Blink-182;Rock;2:52;1999-12-04;2000-02-19;20;23;0:2:52;0 days 00:02:52.000000000;1999-12-04;2000-02-19
6066;Blue (Da Ba Dee);Eiffel 65;Electronica;3:29;1999-12-11;2000-01-29;20;88;0:3:29;0 days 00:03:29.000000000;1999-12-11;2000-01-29
6067;Bag Lady;Badu, Erkyah;Rock;5:03;2000-08-19;2000-10-07;20;66;0:5:03;0 days 00:05:03.000000000;2000-08-19;2000-10-07
6068;There U Go;Pink;Rock;3:23;2000-03-04;2000-04-08;20;10;0:3:23;0 days 00:03:23.000000000;2000-03-04;2000-04-08
6069;Higher;Creed;Rock;5:16;1999-09-11;2000-07-22;20;61;0:5:16;0 days 00:05:16.000000000;1999-09-11;2000-07-22
6070;(Hot S**t) Country Grammar;Nelly;Rap;4:17;2000-04-29;2000-09-16;20;10;0:4:17;0 days 00:04:17.000000000;2000-04-29;2000-09-16
6071;Wifey;Next;Rock;4:03;2000-05-27;2000-09-09;20;25;0:4:03;0 days 00:04:03.000000000;2000-05-27;2000-09-09
6073;It Feels So Good;Sonique;Rock;3:48;2000-01-22;2000-04-22;20;19;0:3:48;0 days 00:03:48.000000000;2000-01-22;2000-04-22
6074;Oops!.. I Did It Again;Spears, Britney;Rock;3:30;2000-04-22;2000-06-10;20;96;0:3:30;0 days 00:03:30.000000000;2000-04-22;2000-06-10
6075;Shape Of My Heart;Backstreet Boys, The;Rock;3:49;2000-10-14;2000-12-02;20;70;0:3:49;0 days 00:03:49.000000000;2000-10-14;2000-12-02
6076;Wonderful;Everclear;Rock;4:30;2000-07-08;2000-09-30;20;39;0:4:30;0 days 00:04:30.000000000;2000-07-08;2000-09-30
6077;Between Me And You;Ja Rule;Rap;4:05;2000-09-16;2000-11-18;20;53;0:4:05;0 days 00:04:05.000000000;2000-09-16;2000-11-18
6078;I Need You;Rimes, LeAnn;Country;3:42;2000-05-27;2000-08-12;20;21;0:3:42;0 days 00:03:42.000000000;2000-05-27;2000-08-12
6079;Then The Morning Comes;Smash Mouth;Rock;3:04;1999-10-30;2000-01-29;20;25;0:3:04;0 days 00:03:04.000000000;1999-10-30;2000-01-29
6080;I Just Wanna Love U (Give It 2 Me);Jay-Z;Rap;3:50;2000-10-28;2000-12-30;20;30;0:3:50;0 days 00:03:50.000000000;2000-10-28;2000-12-30
6081;Let's Get Married;Jagged Edge;Rock;4:23;2000-05-06;2000-07-29;20;23;0:4:23;0 days 00:04:23.000000000;2000-05-06;2000-07-29
6082;Take A Picture;Filter;Rock;4:23;1999-11-27;2000-02-05;20;42;0:4:23;0 days 00:04:23.000000000;1999-11-27;2000-02-05
6084;Shake Ya Ass;Mystikal;Rap;4:46;2000-08-12;2000-10-28;20;58;0:4:46;0 days 00:04:46.000000000;2000-08-12;2000-10-28
6085;Back Here;BBMak;Rock;3:35;2000-04-29;2000-07-29;20;15;0:3:35;0 days 00:03:35.000000000;2000-04-29;2000-07-29
6086;From The Bottom Of My Broken Heart;Spears, Britney;Rock;4:30;2000-01-29;2000-02-26;20;90;0:4:30;0 days 00:04:30.000000000;2000-01-29;2000-02-26
6087;Never Let You Go;Third Eye Blind;Rock;3:57;2000-01-22;2000-04-01;20;33;0:3:57;0 days 00:03:57.000000000;2000-01-22;2000-04-01
6088;Otherside;Red Hot Chili Peppers;Rock;4:13;2000-02-12;2000-05-27;20;22;0:4:13;0 days 00:04:13.000000000;2000-02-12;2000-05-27
6089;Liar;Profyle;R&B;3:57;2000-09-16;2000-10-28;20;99;0:3:57;0 days 00:03:57.000000000;2000-09-16;2000-10-28
6090;Pinch Me;Barenaked Ladies;Rock;3:46;2000-09-09;2000-11-25;20;34;0:3:46;0 days 00:03:46.000000000;2000-09-09;2000-11-25
6091;He Can't Love U;Jagged Edge;Rock;3:30;1999-12-11;2000-01-08;20;77;0:3:30;0 days 00:03:30.000000000;1999-12-11;2000-01-08
6093;Desert Rose;Sting;Rock;3:52;2000-05-13;2000-08-26;20;26;0:3:52;0 days 00:03:52.000000000;2000-05-13;2000-08-26
6094;Big Pimpin';Jay-Z;Rap;3:55;2000-04-22;2000-07-08;20;50;0:3:55;0 days 00:03:55.000000000;2000-04-22;2000-07-08
6095;Only God Knows Why;Kid Rock;Rock;5:27;2000-02-19;2000-04-15;20;78;0:5:27;0 days 00:05:27.000000000;2000-02-19;2000-04-15
6096;Learn To Fly;Foo Fighters;Rock;3:55;1999-10-16;2000-01-22;20;42;0:3:55;0 days 00:03:55.000000000;1999-10-16;2000-01-22
6100;Swear It Again;Westlife;Rock;4:07;2000-04-01;2000-07-01;20;56;0:4:07;0 days 00:04:07.000000000;2000-04-01;2000-07-01
6101;Meet Virginia;Train;Rock;3:55;1999-10-09;2000-01-22;20;30;0:3:55;0 days 00:03:55.000000000;1999-10-09;2000-01-22
6102;I Wish;Thomas, Carl;Rock;3:50;2000-03-25;2000-05-13;20;67;0:3:50;0 days 00:03:50.000000000;2000-03-25;2000-05-13
6105;What's Your Fantasy;Ludacris;Rap;4:16;2000-09-30;2000-12-16;20;35;0:4:16;0 days 00:04:16.000000000;2000-09-30;2000-12-16
6108;Faded;SoulDecision;Rock;3:25;2000-07-08;2000-09-09;20;34;0:3:25;0 days 00:03:25.000000000;2000-07-08;2000-09-09
6109;Yes!;Brock, Chad;Country;3:22;2000-04-08;2000-07-01;20;59;0:3:22;0 days 00:03:22.000000000;2000-04-08;2000-07-01
6111;You're A God;Vertical Horizon;Rock;3:45;2000-08-26;2000-11-04;20;48;0:3:45;0 days 00:03:45.000000000;2000-08-26;2000-11-04
6112;Separated;Avant;Rock;4:13;2000-04-29;2000-05-20;20;51;0:4:13;0 days 00:04:13.000000000;2000-04-29;2000-05-20
6113;Big Deal;Rimes, LeAnn;Country;3:03;1999-10-16;2000-01-01;20;70;0:3:03;0 days 00:03:03.000000000;1999-10-16;2000-01-01
6114;Stay The Night;IMx;Rap;3:37;1999-10-09;2000-01-08;20;78;0:3:37;0 days 00:03:37.000000000;1999-10-09;2000-01-08
6115;The Next Episode;Dr. Dre;Rap;2:38;2000-05-27;2000-07-29;20;58;0:2:38;0 days 00:02:38.000000000;2000-05-27;2000-07-29
6117;Crash And Burn;Savage Garden;Rock;4:41;2000-04-08;2000-05-27;20;87;0:4:41;0 days 00:04:41.000000000;2000-04-08;2000-05-27
6118;Don't Think I'm Not;Kandi;Rock;3:50;2000-08-05;2000-10-07;20;25;0:3:50;0 days 00:03:50.000000000;2000-08-05;2000-10-07
6119;I Like It;Sammie;Rock;4:09;2000-01-29;2000-04-15;20;89;0:4:09;0 days 00:04:09.000000000;2000-01-29;2000-04-15
6120;Broadway;Goo Goo Dolls;Rock;3:54;2000-04-22;2000-07-01;20;87;0:3:54;0 days 00:03:54.000000000;2000-04-22;2000-07-01
6122;Forgot About Dre;Dr. Dre;Rap;3:42;2000-01-22;2000-03-25;20;82;0:3:42;0 days 00:03:42.000000000;2000-01-22;2000-03-25
6124;That's The Way;Messina, Jo Dee;Country;3:17;2000-06-24;2000-08-26;20;59;0:3:17;0 days 00:03:17.000000000;2000-06-24;2000-08-26
6125;My First Love;Avant;Rock;4:28;2000-11-04;2000-12-16;20;79;0:4:28;0 days 00:04:28.000000000;2000-11-04;2000-12-16
6126;A Puro Dolor (Purest Of Pain);Son By Four;Latin;3:30;2000-04-08;2000-08-19;20;26;0:3:30;0 days 00:03:30.000000000;2000-04-08;2000-08-19
6127;What'Chu Like;Da Brat;Rap;3:57;2000-06-03;2000-08-12;20;68;0:3:57;0 days 00:03:57.000000000;2000-06-03;2000-08-12
6128;Party Up (Up In Here);DMX;Rap;3:45;2000-02-26;2000-04-22;20;46;0:3:45;0 days 00:03:45.000000000;2000-02-26;2000-04-22
6129;Cowboy Take Me Away;Dixie Chicks, The;Country;4:51;1999-11-27;2000-01-29;20;59;0:4:51;0 days 00:04:51.000000000;1999-11-27;2000-01-29
6130;My Next Thirty Years;McGraw, Tim;Country;3:37;2000-10-21;2000-12-16;20;62;0:3:37;0 days 00:03:37.000000000;2000-10-21;2000-12-16
6131;Best Of Intentions;Tritt, Travis;Country;4:15;2000-08-19;2000-12-02;20;45;0:4:15;0 days 00:04:15.000000000;2000-08-19;2000-12-02
6132;Better Off Alone;Alice Deejay;Electronica;6:50;2000-04-08;2000-06-03;20;86;0:6:50;0 days 00:06:50.000000000;2000-04-08;2000-06-03
6135;Hanginaround;Counting Crows;Rock;4:07;1999-11-06;2000-01-29;20;66;0:4:07;0 days 00:04:07.000000000;1999-11-06;2000-01-29
6136;Shackles (Praise You);Mary Mary;Rock;3:12;2000-03-25;2000-05-13;20;94;0:3:12;0 days 00:03:12.000000000;2000-03-25;2000-05-13
6138;My Best Friend;McGraw, Tim;Country;4:33;1999-11-27;2000-01-29;20;49;0:4:33;0 days 00:04:33.000000000;1999-11-27;2000-01-29
6139;Falls Apart;Sugar Ray;Rock;4:15;2000-01-15;2000-02-19;20;100;0:4:15;0 days 00:04:15.000000000;2000-01-15;2000-02-19
6141;Where I Wanna Be;Jones, Donell;Rock;6:22;2000-04-22;2000-07-08;20;62;0:6:22;0 days 00:06:22.000000000;2000-04-22;2000-07-08
6142;We Danced;Paisley, Brad;Country;3:45;2000-10-14;2000-12-16;20;86;0:3:45;0 days 00:03:45.000000000;2000-10-14;2000-12-16
6143;What About Now;Lonestar;Country;3:30;2000-06-10;2000-08-19;20;69;0:3:30;0 days 00:03:30.000000000;2000-06-10;2000-08-19
6145;How Do You Like Me Now?!;Keith, Toby;Country;3:29;2000-01-29;2000-04-08;20;54;0:3:29;0 days 00:03:29.000000000;2000-01-29;2000-04-08
6146;The Best Day;Strait, George;Country;3:24;2000-01-29;2000-04-22;20;62;0:3:24;0 days 00:03:24.000000000;2000-01-29;2000-04-22
6147;Without You;Dixie Chicks, The;Country;3:32;2000-10-07;2000-12-23;20;54;0:3:32;0 days 00:03:32.000000000;2000-10-07;2000-12-23
6148;Just Friends (Sunny);Musiq;Rap;4:02;2000-10-14;2000-12-30;20;68;0:4:02;0 days 00:04:02.000000000;2000-10-14;2000-12-30
6149;What Do You Say;McEntire, Reba;Country;3:26;1999-10-30;2000-01-29;20;71;0:3:26;0 days 00:03:26.000000000;1999-10-30;2000-01-29
6150;Just Be A Man About It;Braxton, Toni;Rock;4:10;2000-07-29;2000-09-02;20;90;0:4:10;0 days 00:04:10.000000000;2000-07-29;2000-09-02
6153;It's My Life;Bon Jovi;Rock;3:44;2000-08-12;2000-09-30;20;87;0:3:44;0 days 00:03:44.000000000;2000-08-12;2000-09-30
6154;Born To Fly;Evans, Sara;Country;5:36;2000-10-21;2000-12-30;20;86;0:5:36;0 days 00:05:36.000000000;2000-10-21;2000-12-30
6155;I Lost It;Chesney, Kenny;Country;3:54;2000-10-21;2000-12-23;20;92;0:3:54;0 days 00:03:54.000000000;2000-10-21;2000-12-23
6158;I Don't Wanna;Aaliyah;Rock;4:15;2000-01-29;2000-03-04;20;86;0:4:15;0 days 00:04:15.000000000;2000-01-29;2000-03-04
6159;The Little Girl;Montgomery, John Michael;Country;3:52;2000-09-09;2000-10-28;20;74;0:3:52;0 days 00:03:52.000000000;2000-09-09;2000-10-28
6161;Just Another Day In Paradise;Vassar, Phil;Country;3:54;2000-09-30;2000-12-02;20;79;0:3:54;0 days 00:03:54.000000000;2000-09-30;2000-12-02
6165;It Must Be Love;Jackson, Alan;Country;2:53;2000-06-24;2000-09-02;20;89;0:2:53;0 days 00:02:53.000000000;2000-06-24;2000-09-02
6166;She's More;Griggs, Andy;Country;3:19;2000-03-11;2000-06-10;20;85;0:3:19;0 days 00:03:19.000000000;2000-03-11;2000-06-10
6169;Prayin' For Daylight;Rascal Flatts;Country;3:36;2000-05-06;2000-08-12;20;77;0:3:36;0 days 00:03:36.000000000;2000-05-06;2000-08-12
6172;Smile;Lonestar;Country;3:33;1999-12-18;2000-02-12;20;91;0:3:33;0 days 00:03:33.000000000;1999-12-18;2000-02-12
6173;Buy Me A Rose;Rogers, Kenny;Country;3:46;2000-03-11;2000-05-06;20;91;0:3:46;0 days 00:03:46.000000000;2000-03-11;2000-05-06
6174;Lessons Learned;Lawrence, Tracy;Country;2:55;2000-01-29;2000-04-08;20;100;0:2:55;0 days 00:02:55.000000000;2000-01-29;2000-04-08
6176;Got To Get It;Sisqo;Rock;3:52;1999-11-20;2000-01-22;20;95;0:3:52;0 days 00:03:52.000000000;1999-11-20;2000-01-22
6177;Who Let The Dogs Out;Baha Men;R&B;3:17;2000-07-22;2000-10-21;20;84;0:3:17;0 days 00:03:17.000000000;2000-07-22;2000-10-21
6178;The Chain Of Love;Walker, Clay;Country;5:03;2000-04-15;2000-06-10;20;95;0:5:03;0 days 00:05:03.000000000;2000-04-15;2000-06-10
6179;Love's The Only House;McBride, Martina;Country;5:13;2000-02-05;2000-04-15;20;90;0:5:13;0 days 00:05:13.000000000;2000-02-05;2000-04-15
6180;Sexual (Li Da Di);Amber;Rock;4:38;1999-07-17;2000-02-12;20;88;0:4:38;0 days 00:04:38.000000000;1999-07-17;2000-02-12
6181;Kiss This;Tippin, Aaron;Country;2:53;2000-08-26;2000-10-21;20;99;0:2:53;0 days 00:02:53.000000000;2000-08-26;2000-10-21
6182;I Will.. But;SheDaisy;Country;3:40;2000-07-15;2000-09-16;20;87;0:3:40;0 days 00:03:40.000000000;2000-07-15;2000-09-16
6183;Couldn't Last A Moment;Raye, Collin;Country;3:40;2000-03-18;2000-06-24;20;89;0:3:40;0 days 00:03:40.000000000;2000-03-18;2000-06-24
6186;Been There;Black, Clint;Country;5:28;2000-02-19;2000-04-15;20;100;0:5:28;0 days 00:05:28.000000000;2000-02-19;2000-04-15
6193;Emotional;Thomas, Carl;Rock;4:31;2000-11-25;2000-12-30;20;99;0:4:31;0 days 00:04:31.000000000;2000-11-25;2000-12-30
6195;Unconditional;Davidson, Clay;Country;3:56;2000-03-25;2000-06-17;20;83;0:3:56;0 days 00:03:56.000000000;2000-03-25;2000-06-17
6196;What You Want;DMX;Rap;4:05;2000-07-01;2000-09-23;20;100;0:4:05;0 days 00:04:05.000000000;2000-07-01;2000-09-23
6200;Flowers On The Wall;Heatherly, Eric;Country;3:16;2000-04-29;2000-08-12;20;89;0:3:16;0 days 00:03:16.000000000;2000-04-29;2000-08-12
6202;I'll Be;McEntire, Reba;Country;4:23;2000-05-13;2000-07-29;20;100;0:4:23;0 days 00:04:23.000000000;2000-05-13;2000-07-29
6206;Feels Like Love;Gill, Vince;Country;4:13;2000-09-02;2000-11-18;20;91;0:4:13;0 days 00:04:13.000000000;2000-09-02;2000-11-18
6207;Could I Have This Kiss Forever;Houston, Whitney;Rock;3:54;2000-06-17;2000-08-05;20;97;0:3:54;0 days 00:03:54.000000000;2000-06-17;2000-08-05
6216;Loser;3 Doors Down;Rock;4:24;2000-10-21;2000-12-02;20;70;0:4:24;0 days 00:04:24.000000000;2000-10-21;2000-12-02
6222;Last Resort;Papa Roach;Rock;3:19;2000-07-29;2000-12-02;20;72;0:3:19;0 days 00:03:19.000000000;2000-07-29;2000-12-02
6223;Open My Heart;Adams, Yolanda;Gospel;5:30;2000-08-26;2000-10-21;20;89;0:5:30;0 days 00:05:30.000000000;2000-08-26;2000-10-21
6228;Taking You Home;Henley, Don;Rock;4:08;2000-06-24;2000-08-05;20;87;0:4:08;0 days 00:04:08.000000000;2000-06-24;2000-08-05
6231;Change Your Mind;Sister Hazel;Rock;4:02;2000-07-15;2000-08-05;20;98;0:4:02;0 days 00:04:02.000000000;2000-07-15;2000-08-05
6244;You Should've Told Me;Price, Kelly;Rock;3:12;2000-09-23;2000-12-02;20;92;0:3:12;0 days 00:03:12.000000000;2000-09-23;2000-12-02
6261;My Baby You;Anthony, Marc;Latin;3:59;2000-09-16;2000-10-07;20;90;0:3:59;0 days 00:03:59.000000000;2000-09-16;2000-10-07
6267;Can't Fight The Moonlight;Rimes, LeAnn;Country;3:33;2000-09-09;2000-09-16;20;93;0:3:33;0 days 00:03:33.000000000;2000-09-09;2000-09-16
6286;I Disappear;Metallica;Rock;4:26;2000-05-13;2000-06-17;20;95;0:4:26;0 days 00:04:26.000000000;2000-05-13;2000-06-17
6311;Don't Call Me Baby;Madison Avenue;Electronica;3:44;2000-07-08;2000-09-16;20;97;0:3:44;0 days 00:03:44.000000000;2000-07-08;2000-09-16
6340;Independent Women Part I;Destiny's Child;Rock;3:38;2000-09-23;2000-11-18;21;3;0:3:38;0 days 00:03:38.000000000;2000-09-23;2000-11-18
6341;Maria, Maria;Santana;Rock;4:18;2000-02-12;2000-04-08;21;19;0:4:18;0 days 00:04:18.000000000;2000-02-12;2000-04-08
6342;I Knew I Loved You;Savage Garden;Rock;4:07;1999-10-23;2000-01-29;21;4;0:4:07;0 days 00:04:07.000000000;1999-10-23;2000-01-29
6343;Music;Madonna;Rock;3:45;2000-08-12;2000-09-16;21;27;0:3:45;0 days 00:03:45.000000000;2000-08-12;2000-09-16
6344;Come On Over Baby (All I Want Is You);Aguilera, Christina;Rock;3:38;2000-08-05;2000-10-14;21;44;0:3:38;0 days 00:03:38.000000000;2000-08-05;2000-10-14
6345;Doesn't Really Matter;Janet;Rock;4:17;2000-06-17;2000-08-26;21;25;0:4:17;0 days 00:04:17.000000000;2000-06-17;2000-08-26
6346;Say My Name;Destiny's Child;Rock;4:31;1999-12-25;2000-03-18;21;5;0:4:31;0 days 00:04:31.000000000;1999-12-25;2000-03-18
6348;Incomplete;Sisqo;Rock;3:52;2000-06-24;2000-08-12;21;17;0:3:52;0 days 00:03:52.000000000;2000-06-24;2000-08-12
6350;It's Gonna Be Me;N'Sync;Rock;3:10;2000-05-06;2000-07-29;21;18;0:3:10;0 days 00:03:10.000000000;2000-05-06;2000-07-29
6351;What A Girl Wants;Aguilera, Christina;Rock;3:18;1999-11-27;2000-01-15;21;30;0:3:18;0 days 00:03:18.000000000;1999-11-27;2000-01-15
6352;Everything You Want;Vertical Horizon;Rock;4:01;2000-01-22;2000-07-15;21;8;0:4:01;0 days 00:04:01.000000000;2000-01-22;2000-07-15
6353;With Arms Wide Open;Creed;Rock;3:52;2000-05-13;2000-11-11;21;10;0:3:52;0 days 00:03:52.000000000;2000-05-13;2000-11-11
6354;Try Again;Aaliyah;Rock;4:03;2000-03-18;2000-06-17;21;5;0:4:03;0 days 00:04:03.000000000;2000-03-18;2000-06-17
6355;Bent;matchbox twenty;Rock;4:12;2000-04-29;2000-07-22;21;4;0:4:12;0 days 00:04:12.000000000;2000-04-29;2000-07-22
6357;Breathe;Hill, Faith;Rap;4:04;1999-11-06;2000-04-22;21;4;0:4:04;0 days 00:04:04.000000000;1999-11-06;2000-04-22
6358;Case Of The Ex (Whatcha Gonna Do);Mya;Rock;3:50;2000-08-19;2000-12-02;21;4;0:3:50;0 days 00:03:50.000000000;2000-08-19;2000-12-02
6359;He Loves U Not;Dream;Rock;3:43;2000-09-30;2000-12-30;21;10;0:3:43;0 days 00:03:43.000000000;2000-09-30;2000-12-30
6360;He Wasn't Man Enough;Braxton, Toni;Rock;4:21;2000-03-18;2000-05-06;21;11;0:4:21;0 days 00:04:21.000000000;2000-03-18;2000-05-06
6361;You Sang To Me;Anthony, Marc;Latin;3:50;2000-02-26;2000-06-03;21;12;0:3:50;0 days 00:03:50.000000000;2000-02-26;2000-06-03
6363;Jumpin' Jumpin';Destiny's Child;Rock;3:48;2000-05-13;2000-08-19;21;4;0:3:48;0 days 00:03:48.000000000;2000-05-13;2000-08-19
6364;Kryptonite;3 Doors Down;Rock;3:53;2000-04-08;2000-11-11;21;12;0:3:53;0 days 00:03:53.000000000;2000-04-08;2000-11-11
6365;Thong Song;Sisqo;Rock;4:05;2000-01-29;2000-05-20;21;7;0:4:05;0 days 00:04:05.000000000;2000-01-29;2000-05-20
6366;I Turn To You;Aguilera, Christina;Rock;4:00;2000-04-15;2000-07-01;21;43;0:4:00;0 days 00:04:00.000000000;2000-04-15;2000-07-01
6367;My Love Is Your Love;Houston, Whitney;Rock;4:16;1999-09-04;2000-01-08;21;10;0:4:16;0 days 00:04:16.000000000;1999-09-04;2000-01-08
6368;I Wanna Know;Joe;Rock;4:57;2000-01-01;2000-07-01;21;11;0:4:57;0 days 00:04:57.000000000;2000-01-01;2000-07-01
6369;Get It On.. Tonite;Jordan, Montell;Rap;4:34;1999-10-23;2000-02-12;21;5;0:4:34;0 days 00:04:34.000000000;1999-10-23;2000-02-12
6370;Bye Bye Bye;N'Sync;Rock;3:15;2000-01-29;2000-04-15;21;27;0:3:15;0 days 00:03:15.000000000;2000-01-29;2000-04-15
6372;Most Girls;Pink;Rock;4:06;2000-08-12;2000-11-25;21;14;0:4:06;0 days 00:04:06.000000000;2000-08-12;2000-11-25
6373;Gotta Tell You;Mumba, Samantha;Rock;3:19;2000-09-09;2000-12-09;21;29;0:3:19;0 days 00:03:19.000000000;2000-09-09;2000-12-09
6374;Bring It All To Me;Blaque;Pop;3:46;1999-10-23;2000-01-22;21;18;0:3:46;0 days 00:03:46.000000000;1999-10-23;2000-01-22
6375;Hot Boyz;"Elliott, Missy ""Misdemeanor""";Rap;3:51;1999-11-27;2000-01-08;21;38;0:3:51;0 days 00:03:51.000000000;1999-11-27;2000-01-08
6376;I Try;Gray, Macy;Rock;3:52;2000-02-19;2000-05-20;21;16;0:3:52;0 days 00:03:52.000000000;2000-02-19;2000-05-20
6377;This I Promise You;N'Sync;Rock;4:23;2000-09-30;2000-12-02;21;26;0:4:23;0 days 00:04:23.000000000;2000-09-30;2000-12-02
6378;No More;Ruff Endz;Rock;3:56;2000-07-01;2000-09-02;21;19;0:3:56;0 days 00:03:56.000000000;2000-07-01;2000-09-02
6379;Show Me The Meaning Of Being Lonely;Backstreet Boys, The;Rock;3:54;2000-01-01;2000-03-18;21;32;0:3:54;0 days 00:03:54.000000000;2000-01-01;2000-03-18
6380;Absolutely (Story Of A Girl);Nine Days;Rock;3:09;2000-05-06;2000-07-22;21;14;0:3:09;0 days 00:03:09.000000000;2000-05-06;2000-07-22
6381;That's The Way It Is;Dion, Celine;Rock;4:03;1999-11-13;2000-03-04;21;9;0:4:03;0 days 00:04:03.000000000;1999-11-13;2000-03-04
6382;All The Small Things;Blink-182;Rock;2:52;1999-12-04;2000-02-19;21;33;0:2:52;0 days 00:02:52.000000000;1999-12-04;2000-02-19
6385;There U Go;Pink;Rock;3:23;2000-03-04;2000-04-08;21;8;0:3:23;0 days 00:03:23.000000000;2000-03-04;2000-04-08
6387;(Hot S**t) Country Grammar;Nelly;Rap;4:17;2000-04-29;2000-09-16;21;7;0:4:17;0 days 00:04:17.000000000;2000-04-29;2000-09-16
6388;Wifey;Next;Rock;4:03;2000-05-27;2000-09-09;21;35;0:4:03;0 days 00:04:03.000000000;2000-05-27;2000-09-09
6390;It Feels So Good;Sonique;Rock;3:48;2000-01-22;2000-04-22;21;21;0:3:48;0 days 00:03:48.000000000;2000-01-22;2000-04-22
6393;Wonderful;Everclear;Rock;4:30;2000-07-08;2000-09-30;21;45;0:4:30;0 days 00:04:30.000000000;2000-07-08;2000-09-30
6395;I Need You;Rimes, LeAnn;Country;3:42;2000-05-27;2000-08-12;21;21;0:3:42;0 days 00:03:42.000000000;2000-05-27;2000-08-12
6396;Then The Morning Comes;Smash Mouth;Rock;3:04;1999-10-30;2000-01-29;21;27;0:3:04;0 days 00:03:04.000000000;1999-10-30;2000-01-29
6397;I Just Wanna Love U (Give It 2 Me);Jay-Z;Rap;3:50;2000-10-28;2000-12-30;21;40;0:3:50;0 days 00:03:50.000000000;2000-10-28;2000-12-30
6398;Let's Get Married;Jagged Edge;Rock;4:23;2000-05-06;2000-07-29;21;24;0:4:23;0 days 00:04:23.000000000;2000-05-06;2000-07-29
6402;Back Here;BBMak;Rock;3:35;2000-04-29;2000-07-29;21;18;0:3:35;0 days 00:03:35.000000000;2000-04-29;2000-07-29
6404;Never Let You Go;Third Eye Blind;Rock;3:57;2000-01-22;2000-04-01;21;45;0:3:57;0 days 00:03:57.000000000;2000-01-22;2000-04-01
6405;Otherside;Red Hot Chili Peppers;Rock;4:13;2000-02-12;2000-05-27;21;29;0:4:13;0 days 00:04:13.000000000;2000-02-12;2000-05-27
6407;Pinch Me;Barenaked Ladies;Rock;3:46;2000-09-09;2000-11-25;21;44;0:3:46;0 days 00:03:46.000000000;2000-09-09;2000-11-25
6410;Desert Rose;Sting;Rock;3:52;2000-05-13;2000-08-26;21;30;0:3:52;0 days 00:03:52.000000000;2000-05-13;2000-08-26
6413;Learn To Fly;Foo Fighters;Rock;3:55;1999-10-16;2000-01-22;21;50;0:3:55;0 days 00:03:55.000000000;1999-10-16;2000-01-22
6418;Meet Virginia;Train;Rock;3:55;1999-10-09;2000-01-22;21;32;0:3:55;0 days 00:03:55.000000000;1999-10-09;2000-01-22
6422;What's Your Fantasy;Ludacris;Rap;4:16;2000-09-30;2000-12-16;21;41;0:4:16;0 days 00:04:16.000000000;2000-09-30;2000-12-16
6425;Faded;SoulDecision;Rock;3:25;2000-07-08;2000-09-09;21;34;0:3:25;0 days 00:03:25.000000000;2000-07-08;2000-09-09
6428;You're A God;Vertical Horizon;Rock;3:45;2000-08-26;2000-11-04;21;49;0:3:45;0 days 00:03:45.000000000;2000-08-26;2000-11-04
6435;Don't Think I'm Not;Kandi;Rock;3:50;2000-08-05;2000-10-07;21;30;0:3:50;0 days 00:03:50.000000000;2000-08-05;2000-10-07
6443;A Puro Dolor (Purest Of Pain);Son By Four;Latin;3:30;2000-04-08;2000-08-19;21;31;0:3:30;0 days 00:03:30.000000000;2000-04-08;2000-08-19
6445;Party Up (Up In Here);DMX;Rap;3:45;2000-02-26;2000-04-22;21;43;0:3:45;0 days 00:03:45.000000000;2000-02-26;2000-04-22
6448;Best Of Intentions;Tritt, Travis;Country;4:15;2000-08-19;2000-12-02;21;49;0:4:15;0 days 00:04:15.000000000;2000-08-19;2000-12-02
